ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,87600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87600,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,42200,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,51100,0,2
"Yes, without paying a cell phone company or Internet service provider",English only household,19200,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,140480,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,140480,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,61500,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,89000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,89000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,127700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,127700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,127700,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13000,0,1
"Yes, by paying a cell phone company or Internet service provider",French,38100,0,2
"Yes, by paying a cell phone company or Internet service provider",French,38100,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,172200,0,2
"Yes, by paying a cell phone company or Internet service provider",English only household,172200,0,2
