ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,108000,2,5
"No access to the Internet at this house, apartment, or mobile home",English only household,49500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,49500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,97130,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,97130,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,20000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,26000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,70700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,0,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,42500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,4
"Yes, by paying a cell phone company or Internet service provider",French,77520,2,3
"Yes, by paying a cell phone company or Internet service provider",French,77520,2,3
"Yes, by paying a cell phone company or Internet service provider",French,77520,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,430000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,69500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,69500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,52000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,27300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,27300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,157000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,157000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,5
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,1,5
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,1,5
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,1,5
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,1,5
"No access to the Internet at this house, apartment, or mobile home",English only household,50000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,19260,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,64000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,64000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,83600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,1
"Yes, without paying a cell phone company or Internet service provider",English only household,155770,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,155770,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,140700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,140700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,140700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,140700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,52000,2,1
"Yes, by paying a cell phone company or Internet service provider",French,59300,2,2
"Yes, by paying a cell phone company or Internet service provider",French,59300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,47100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,47100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,47100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,36300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,36300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13110,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,14800,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,144500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,144500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,144500,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,39700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,39700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,32100,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,31300,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,106000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,159350,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,159350,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,159350,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,159350,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,34700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,34400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,58000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,9200,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,133100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,133100,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,133100,2,3
"Yes, by paying a cell phone company or Internet service provider",French,22600,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,24150,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,130500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,130500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,130500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,130500,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65000,2,2
"Yes, by paying a cell phone company or Internet service provider",German,2400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28200,2,2
"Yes, by paying a cell phone company or Internet service provider",French,152000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,152000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,34800,2,2
"Yes, by paying a cell phone company or Internet service provider",French,34800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,144000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,112000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,112000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,112000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,112000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,88030,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,88030,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,88030,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,40100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,40100,2,2
"Yes, by paying a cell phone company or Internet service provider",French,3700,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,48800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,48800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,15100,2,1
"Yes, by paying a cell phone company or Internet service provider",German,33800,2,2
"Yes, by paying a cell phone company or Internet service provider",German,33800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,100000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,36400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,36400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,115000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,39100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,175000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,175000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,175000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,112100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,40600,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,59300,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,59300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,41500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,41500,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,92100,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,92100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,8000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,34100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,50000,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,24200,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,24200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,114200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,114200,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,95000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,49000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,59900,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,59900,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,59900,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,59900,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"Yes, by paying a cell phone company or Internet service provider",English only household,166000,2,7
"No access to the Internet at this house, apartment, or mobile home",English only household,68400,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,68400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,13500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,386000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,34900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,34900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,106700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106700,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,38300,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,28080,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,28080,2,2
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",Dutch,224500,2,8
"Yes, by paying a cell phone company or Internet service provider",English only household,93220,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93220,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,25210,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,22000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,76000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,76000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,76000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,38400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,29450,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,38320,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38320,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,38320,1,3
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,3800,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,106400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106400,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,106400,1,4
"No access to the Internet at this house, apartment, or mobile home",English only household,17000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,17000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,42600,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,56400,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,211000,2,1
"Yes, by paying a cell phone company or Internet service provider",German,110900,2,3
"Yes, by paying a cell phone company or Internet service provider",German,110900,2,3
"Yes, by paying a cell phone company or Internet service provider",German,110900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,9000,1,1
"No access to the Internet at this house, apartment, or mobile home",English only household,18700,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,18700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,70000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,93900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,93900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,99000,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,85200,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,64600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,64600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,64600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,45000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,66000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,66000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,79700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,59000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,27400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,27400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,18000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,77000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,45500,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,45500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,26100,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,42800,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,242300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,242300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,99100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,99100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,99100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,99100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,99100,2,5
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,103000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,66700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,66700,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,41400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,19500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,88000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,88000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,118900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,118900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,118900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,143000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,143000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,143000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,3000,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,78000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,65800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,65800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,143400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,143400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,142000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,142000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,82000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,9600,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,44000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,91500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,91500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,89400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,89400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,89400,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,66500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,35800,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,17000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,60880,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,60880,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,44900,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,0,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,1,6
"Yes, by paying a cell phone company or Internet service provider",English only household,40000,1,6
"Yes, by paying a cell phone company or Internet service provider",French,8000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,275000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,275000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,275000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,275000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,54800,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,54800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,150000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,25000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,89020,2,1
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"No access to the Internet at this house, apartment, or mobile home",German,285000,2,11
"Yes, by paying a cell phone company or Internet service provider",English only household,87900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,87900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,23000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,70800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,70800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,107800,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,107800,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,107800,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,18100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,83400,2,1
"No access to the Internet at this house, apartment, or mobile home",English only household,18100,1,2
"No access to the Internet at this house, apartment, or mobile home",English only household,18100,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,29500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,29500,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,43000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,43000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,43000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,43000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,43000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,43000,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,5000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,5000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,282000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,282000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,282000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,52800,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,52800,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,52800,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,25100,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,66400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,66400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,85000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,99000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,99000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,99000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,99000,2,4
"No access to the Internet at this house, apartment, or mobile home",English only household,30000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,30000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,41500,2,1
